file,sheet,codice_rispondente,col_index,domanda,risposta,etichette
Studenti.xlsx,Risposte del modulo 1,Moni30,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",Troppo facile e troppi aiuti,
Studenti.xlsx,Risposte del modulo 1,Ucci09,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Perché per ora non ne ho bisogno,
Studenti.xlsx,Risposte del modulo 1,Ucci09,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,"Perché preferisco crearmi da sola i miei riassunti o altro, molte volte l’intelligenza artificiale sbaglia",
Studenti.xlsx,Risposte del modulo 1,Ucci09,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","Il pro é che ti permette di risparmiare molto tempo perché ci pensa lei al posto tuo, la maggior parte del tempo; il contro è che purtroppo molte volte sbaglia e quindi ti ritrovi a dover sistemare una parte se non tutto",Velocizzazione|Compito scorretto
Studenti.xlsx,Risposte del modulo 1,Ucci09,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",Non lo so sinceramente,
Studenti.xlsx,Risposte del modulo 1,iosi26,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",non ne ho mai sentito il bisogno,
Studenti.xlsx,Risposte del modulo 1,iosi26,2,Quali sono i tuoi strumenti preferiti e perché?,"chat gpt, è immediato e molto utile",
Studenti.xlsx,Risposte del modulo 1,iosi26,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,"Mi faccio spiegare concetti che non ho capito, in maniera più semplice; oppure facendogli generare degli esempi.",
Studenti.xlsx,Risposte del modulo 1,iosi26,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Mi puoi fare un esempio di sovrascopo anti comunicativo? Grazie,Prompt livello 1|Esempi
Studenti.xlsx,Risposte del modulo 1,iosi26,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,mi risponde con prontezza a qualsiasi domanda e mi aiuta a semplificare concetti,
Studenti.xlsx,Risposte del modulo 1,iosi26,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,mi ha aiutato a studiare per un esame universitario facendomi svolgere delle simulazioni per  essere pronta.,
Studenti.xlsx,Risposte del modulo 1,iosi26,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,nessuna,
Studenti.xlsx,Risposte del modulo 1,iosi26,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","Agevola la mole di studio se usata correttamente, d'altra parte puo' sostituire l'impegno, caratteristica dell'essere umano",Velocizzazione|Minore esercizio
Studenti.xlsx,Risposte del modulo 1,iosi26,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",Svolgere esercizi mirati teoricamente all'apprendimento del soggetto.,
Studenti.xlsx,Risposte del modulo 1,IESI19,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Una “-“.,
Studenti.xlsx,Risposte del modulo 1,IESI19,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Perché i libri sono a mio parere sufficienti,
Studenti.xlsx,Risposte del modulo 1,IESI19,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","Pro: possono fare riassunti 
Contro: si approfondisce di meno",Semplificazione|Minore esercizio
Studenti.xlsx,Risposte del modulo 1,IESI19,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?","Studiare dalla IA in quanto non è competente su tutto, non approfondisce, non è sempre attuale e non conosce i dettagli",
Studenti.xlsx,Risposte del modulo 1,Reco08,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","""-""",
Studenti.xlsx,Risposte del modulo 1,Reco08,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Perché ho trovato un mio metodo che non implica l'uso dell'IA.,
Studenti.xlsx,Risposte del modulo 1,Reco08,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","I pro sono che facilità il lavoro e velocizza il processo, i contro sono che le persone non ci mettono più impegno nelle cose che fanno",Minore esercizio|Velocizzazione
Studenti.xlsx,Risposte del modulo 1,Reco08,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",L'IA per me non dovrebbe essere usata per svolgere i compiti a casa o scrivere i temi in classe,
Studenti.xlsx,Risposte del modulo 1,Nelli23,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","Credo ed ho fiducia solo nell’intelligenza umana perché è solo questa che potrà essere sostenuta e reale. È solo un mezzo d’aiuto, ma fondamentalmente non risolve un quesito qualsiasi preposto.",
Studenti.xlsx,Risposte del modulo 1,Nelli23,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Perché i concetti dello studio li assorbo solo utilizzando fotocopie o libri cartacei.,
Studenti.xlsx,Risposte del modulo 1,Nelli23,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",Pro: velocizza i processi di risposta; Contro: non aiuta a far lavorare la mente.,Minore esercizio|Velocizzazione
Studenti.xlsx,Risposte del modulo 1,Nelli23,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",Perché non sono concetti sempre esattamente giusti,
Studenti.xlsx,Risposte del modulo 1,Glia01,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Studenti.xlsx,Risposte del modulo 1,Glia01,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Non la trovo utile nello studio,
Studenti.xlsx,Risposte del modulo 1,Glia01,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",Penso che l’intelligenza artificiale nello studio non sia utile perché penso che sostituisca l’apprendimento attivo e critico,Delega all'ai
Studenti.xlsx,Risposte del modulo 1,Glia01,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?","Risoluzione di compiti, creazione di mappe o appunti",
Studenti.xlsx,Risposte del modulo 1,etta07,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Studenti.xlsx,Risposte del modulo 1,etta07,2,Quali sono i tuoi strumenti preferiti e perché?,chatGPT perché risponde a qualsiasi cosa in pochissimo tempo,
Studenti.xlsx,Risposte del modulo 1,etta07,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,partendo dai miei appunti,
Studenti.xlsx,Risposte del modulo 1,etta07,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",i miei appunti,Prompt livello 0
Studenti.xlsx,Risposte del modulo 1,etta07,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,creando mappe e velocizzando lo studio,
Studenti.xlsx,Risposte del modulo 1,etta07,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,non devo valutare tanti siti prima di trovare una risposta ad una mia ricerca,
Studenti.xlsx,Risposte del modulo 1,etta07,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,poca,
Studenti.xlsx,Risposte del modulo 1,etta07,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","pro: velocizzano il lavoro 
contro: facciamo lavorare meno il nostro cervello",Velocizzazione|Minore esercizio
Studenti.xlsx,Risposte del modulo 1,etta07,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",ad esempio risolvere gli esercizi senza averci provato prima,
Studenti.xlsx,Risposte del modulo 1,rani05,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",non ne vedo il bisogno,
Studenti.xlsx,Risposte del modulo 1,rani05,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,"preferisco contare sulle mie sole capacità. le macchine sono comunque programmate dagli esseri umani, e possono comunque commettere errori, ma un errore commesso da una macchina è più difficile da individuare rispetto a quello di una persona, inoltre, trovo che l'utilizzo dell'IA nello studio sia un'agevolazione solo momentanea, che comporterà la mancanza dell'argomento per cui è stato usato nella mente della persona nel momento del bisogno",
Studenti.xlsx,Risposte del modulo 1,rani05,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","pro: meno tempo impiegato in appunti e schemi; contro: le macchine non sono perfette ma le si danno per tali, quindi in caso di errori spesso non ci si fa caso finchè non è troppo tardi.",Velocizzazione|Compito scorretto|Informazioni false
Studenti.xlsx,Risposte del modulo 1,rani05,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?","fare ricerche al posto dello studente per la scuola, per esempio, perchè non sempre le informazioni sono corretti.",
Studenti.xlsx,Risposte del modulo 1,onni24,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Studenti.xlsx,Risposte del modulo 1,onni24,2,Quali sono i tuoi strumenti preferiti e perché?,"Chat gpt, perché rapidamente mi permette di arrivare ad informazioni che altrimenti dovrei selezionare io, andando a cercare su vari siti",
Studenti.xlsx,Risposte del modulo 1,onni24,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,Chiedo spunti per la scrittura di temi i progetti e informazioni generali,
Studenti.xlsx,Risposte del modulo 1,onni24,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.","Generami una scaletta di temi da trattare, in un articolo giornalistico che parla di…",Prompt livello 3|Scaletta argomenti
Studenti.xlsx,Risposte del modulo 1,onni24,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,Mi dà diversi punti di vista su ciò che cerco,
Studenti.xlsx,Risposte del modulo 1,onni24,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,Mi ha dato importanti spunti per la realizzazione di un progetto universitario,
Studenti.xlsx,Risposte del modulo 1,onni24,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,"Poca chiarezza dei temi richiesti, in alcuni casi",
Studenti.xlsx,Risposte del modulo 1,onni24,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?","Un pro è la semplificazione del lavoro da fare, un contro è che a volte si tende a fare completo affidamento sull’ia senza controllare la veridicità delle informazioni",Informazioni false|Delega all'ai|Velocizzazione
Studenti.xlsx,Risposte del modulo 1,onni24,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?","La generazione di testi perché si tende a non ricontrollare ciò che viene scritto da una macchina che crediamo perfetta, ma non sempre lo è",
Studenti.xlsx,Risposte del modulo 1,silla25,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Solo a veces,
Studenti.xlsx,Risposte del modulo 1,silla25,2,Quali sono i tuoi strumenti preferiti e perché?,"chatgpt, sencilla",
Studenti.xlsx,Risposte del modulo 1,silla25,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,no se,
Studenti.xlsx,Risposte del modulo 1,silla25,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",chatgpt,Prompt livello 0
Studenti.xlsx,Risposte del modulo 1,silla25,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,resumiendo,
Studenti.xlsx,Risposte del modulo 1,silla25,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,no se,
Studenti.xlsx,Risposte del modulo 1,silla25,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,ninguna,
Studenti.xlsx,Risposte del modulo 1,silla25,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",no debemos acostumbrarnos,Delega all'ai
Studenti.xlsx,Risposte del modulo 1,silla25,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",contestar cosas,
Studenti.xlsx,Risposte del modulo 1,Rini11,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non ne ho mai sentito la necessità,
Studenti.xlsx,Risposte del modulo 1,Rini11,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Non ho mai sentito la necessità di doverci ricorrere,
Studenti.xlsx,Risposte del modulo 1,Rini11,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",In certi casi potrebbe aiutare nella formulazione di riassunti dei testi utilizzati e quindi per risparmiare del tempo.,Velocizzazione
Studenti.xlsx,Risposte del modulo 1,Rini11,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?","L’utilizzo dell’IA potrebbe impigrire le persone nello studio, pertanto non andrebbe utilizzata sempre.",
Studenti.xlsx,Risposte del modulo 1,isto14,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","Per mantenere la mia autonomia, dipendere il meno possibile dall'AI e dimostrare in primis a me stessa di poter svolgere la mia vita anche senza il supporto dell'AI",
Studenti.xlsx,Risposte del modulo 1,isto14,8,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nello studio?,Perché so di potercela fare bene anche senza: è grazie alla mia intelligenza se vado avanti nel mio percorso,
Studenti.xlsx,Risposte del modulo 1,isto14,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",sicuramente può facilitare il processo di studio ma anche alimentare la pigrizia,Minore esercizio|Facilitazione
Studenti.xlsx,Risposte del modulo 1,isto14,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",Quando il lavoro dell'AI viene spacciato per quello di uno studente,
Studenti.xlsx,Risposte del modulo 1,beni22,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",“-“,
Studenti.xlsx,Risposte del modulo 1,beni22,2,Quali sono i tuoi strumenti preferiti e perché?,computer,
Studenti.xlsx,Risposte del modulo 1,beni22,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,mi aiuta se per caso mentre studio non capisco una definizione,
Studenti.xlsx,Risposte del modulo 1,beni22,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",boh,Prompt livello 0
Studenti.xlsx,Risposte del modulo 1,beni22,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,con mappe concettuali,
Studenti.xlsx,Risposte del modulo 1,beni22,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,riesco a ricordare le cose in modo più semplice,
Studenti.xlsx,Risposte del modulo 1,beni22,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,nessuna,
Studenti.xlsx,Risposte del modulo 1,beni22,9,"In base alla tua esperiezia, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nello studio?",secondo me i pro: ti aiuta nello studio se utilizzata in modo adeguato e in maniera intelligente e i contro e i contro è il fatto che alcune persone utilizzato AI non in modo corretto,Facilitazione
Studenti.xlsx,Risposte del modulo 1,beni22,10,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate per lo studio?E perché?",.,
Studenti.xlsx,Risposte del modulo 1,magost,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Studenti.xlsx,Risposte del modulo 1,magost,2,Quali sono i tuoi strumenti preferiti e perché?,riassunti perché riesco a rilevare i concetti più importanti,
Studenti.xlsx,Risposte del modulo 1,magost,3,In che modo utilizzi l'intelligenza artificiale per personalizzare il tuo studio?,Inviandole un oggetto interessato e chiedendole di trovarmi i concetti più importanti all’interno di esso,
Studenti.xlsx,Risposte del modulo 1,magost,4,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",“Puoi rilevarmi i contenuti più importanti di questo testo”,Prompt livello 2|Riassunti|Schemi
Studenti.xlsx,Risposte del modulo 1,magost,5,In che modo l'intelligenza artificiale ti aiuta a migliorare ad apprendere?,facendomi comprendere come si identificano all’interno di un brano le cose più importanti,
Studenti.xlsx,Risposte del modulo 1,magost,6,Puoi fornire esempi specifici di come l'IA ha migliorato il tuo apprendimento?,Ho imparato a riassumere e a trovare i concetti più importanti,
Studenti.xlsx,Risposte del modulo 1,magost,7,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua pratica di studio?,che non sempre convengo con ciò che vi è scritto,
